MAE:0.05263186573780283 MAPE:49.655681246214066 MSE:0.004233741363517809
2016-04-01 05:00:00	0.1376507580280304 0.1306847631931305 0.12510934472084045 0.13147234916687012 0.12086336314678192 0.14191694557666779 0.11705532670021057
2016-04-01 06:00:00	0.11952468007802963 0.11678917706012726 0.10729500651359558 0.1099766194820404 0.10381747037172318 0.12809166312217712 0.10075101256370544
2016-04-01 07:00:00	0.10455146431922913 0.09794704616069794 0.0981651246547699 0.0960560142993927 0.09695632755756378 0.1147938147187233 0.09556934237480164
2016-04-01 08:00:00	0.09339243173599243 0.08875998854637146 0.08988147228956223 0.0902751013636589 0.08732876181602478 0.11072459816932678 0.0866129994392395
2016-04-01 09:00:00	0.08747194707393646 0.08434082567691803 0.08569669723510742 0.08282788842916489 0.08157018572092056 0.10394013673067093 0.081915482878685
2016-04-01 10:00:00	0.08448145538568497 0.08210866153240204 0.08358291536569595 0.0790662169456482 0.0786614716053009 0.10051323473453522 0.07954271882772446
2016-04-01 11:00:00	0.08538097143173218 0.0857534185051918 0.08491647243499756 0.08200690150260925 0.07970458269119263 0.10504864156246185 0.08234643191099167
2016-04-01 12:00:00	0.10095004737377167 0.09308526664972305 0.09193922579288483 0.09203030169010162 0.0964513048529625 0.1283390074968338 0.10482296347618103
2016-04-01 13:00:00	0.1137961596250534 0.1055598333477974 0.10397456586360931 0.10380477458238602 0.104164719581604 0.14355280995368958 0.11805808544158936
2016-04-01 14:00:00	0.10315030813217163 0.0964500904083252 0.0968584194779396 0.09687375277280807 0.09515205025672913 0.12587442994117737 0.10340771079063416
2016-04-01 15:00:00	0.0897158682346344 0.08851215988397598 0.08786745369434357 0.08675332367420197 0.08318845927715302 0.10915407538414001 0.08578414469957352
2016-04-01 16:00:00	0.09157086908817291 0.08807618916034698 0.08875222504138947 0.08828238397836685 0.08540424704551697 0.10935261845588684 0.08573304861783981
2016-04-01 17:00:00	0.09339476376771927 0.08876173198223114 0.08988311886787415 0.09027804434299469 0.08733102679252625 0.11072727292776108 0.08661484718322754
2016-04-01 18:00:00	0.09584339708089828 0.09201765060424805 0.09285032749176025 0.09318980574607849 0.09071221947669983 0.1135052740573883 0.08828732371330261
2016-04-01 19:00:00	0.09664752334356308 0.092499278485775 0.09311780333518982 0.09314794838428497 0.09207592904567719 0.11348453164100647 0.08833947032690048
2016-04-01 20:00:00	0.09704429656267166 0.09231539070606232 0.09301289916038513 0.0927993655204773 0.0927177369594574 0.11321055889129639 0.08867867290973663
2016-04-01 21:00:00	0.09740078449249268 0.09227094799280167 0.09286640584468842 0.09339067339897156 0.09244581311941147 0.11359032988548279 0.0888429582118988
2016-04-01 22:00:00	0.09829637408256531 0.09543699771165848 0.09513545781373978 0.09800338745117188 0.09325607120990753 0.11573410034179688 0.08856154978275299
2016-04-01 23:00:00	0.09897022694349289 0.09591034799814224 0.09546568989753723 0.09697514772415161 0.09301455318927765 0.11540573835372925 0.08904393017292023
2016-04-02 00:00:00	0.10693858563899994 0.10802189260721207 0.10236451029777527 0.10899945348501205 0.09721706807613373 0.11898846924304962 0.09235132485628128
2016-04-02 01:00:00	0.1019921749830246 0.09736551344394684 0.09625793993473053 0.09597910940647125 0.09465734660625458 0.1145855188369751 0.0904436782002449
2016-04-02 02:00:00	0.10250049829483032 0.09814736247062683 0.09779579192399979 0.09544368088245392 0.09528663754463196 0.114226795732975 0.0928032398223877
2016-04-02 03:00:00	0.09534534066915512 0.09084844589233398 0.09179908037185669 0.09097599238157272 0.08880583941936493 0.11104583740234375 0.08839848637580872
2016-04-02 04:00:00	0.10141885280609131 0.09626992791891098 0.09686373174190521 0.09649890661239624 0.09439236670732498 0.11573687195777893 0.09347641468048096
2016-04-02 05:00:00	0.10530931502580643 0.10291525721549988 0.10093505680561066 0.10138290375471115 0.09716658294200897 0.11964970827102661 0.09565068036317825
2016-04-02 06:00:00	0.10220341384410858 0.10262241959571838 0.09995895624160767 0.10043907910585403 0.09652096033096313 0.11769204586744308 0.093345507979393
2016-04-02 07:00:00	0.09824749082326889 0.09784267097711563 0.09612669795751572 0.09853431582450867 0.09341072291135788 0.11474979668855667 0.0908905565738678
2016-04-02 08:00:00	0.10040675103664398 0.10718660056591034 0.10065127164125443 0.10731761902570724 0.09462325274944305 0.12132072448730469 0.09243151545524597
2016-04-02 09:00:00	0.09897035360336304 0.09990420937538147 0.09829622507095337 0.10558216273784637 0.09952957928180695 0.12554854154586792 0.09160266816616058
2016-04-02 10:00:00	0.10557270050048828 0.10556621104478836 0.10588478296995163 0.1109175831079483 0.10907620936632156 0.13417859375476837 0.09843398630619049
2016-04-02 11:00:00	0.10910934209823608 0.10789640247821808 0.10676918178796768 0.11298632621765137 0.11707902699708939 0.13917656242847443 0.10518579185009003
2016-04-02 12:00:00	0.11875831335783005 0.12659050524234772 0.1215912252664566 0.12717172503471375 0.12479113787412643 0.1540825068950653 0.11427927762269974
2016-04-02 13:00:00	0.11820348352193832 0.12859752774238586 0.1206572949886322 0.12489818036556244 0.12601786851882935 0.15086019039154053 0.11465619504451752
2016-04-02 14:00:00	0.1180320605635643 0.12646858394145966 0.11560499668121338 0.11941005289554596 0.1203998327255249 0.14352841675281525 0.11228357255458832
2016-04-02 15:00:00	0.11658629029989243 0.11984872817993164 0.11414875835180283 0.11439597606658936 0.11239181458950043 0.13237467408180237 0.10853037238121033
2016-04-02 16:00:00	0.1157529279589653 0.10958544164896011 0.11089662462472916 0.11521443724632263 0.11374496668577194 0.12854838371276855 0.10686193406581879
2016-04-02 17:00:00	0.1506679654121399 0.14341482520103455 0.12931333482265472 0.1482713222503662 0.13176463544368744 0.16486115753650665 0.12888967990875244
2016-04-02 18:00:00	0.16985389590263367 0.16283702850341797 0.13974466919898987 0.16290950775146484 0.14605942368507385 0.18114298582077026 0.14230534434318542
2016-04-02 19:00:00	0.1744438111782074 0.1684693843126297 0.14383603632450104 0.16766738891601562 0.14783619344234467 0.18620038032531738 0.14578014612197876
2016-04-02 20:00:00	0.20841260254383087 0.2009822577238083 0.16246747970581055 0.19312721490859985 0.17378774285316467 0.22075708210468292 0.17237421870231628
2016-04-02 21:00:00	0.23748648166656494 0.22754475474357605 0.18109846115112305 0.21123655140399933 0.1944257616996765 0.24256795644760132 0.1941584348678589
2016-04-02 22:00:00	0.2599439024925232 0.2479853630065918 0.2006891667842865 0.23398202657699585 0.21449080109596252 0.2638391852378845 0.21356821060180664
2016-04-02 23:00:00	0.2668209671974182 0.2540765106678009 0.20747360587120056 0.24192684888839722 0.22167612612247467 0.2715943157672882 0.22032217681407928
2016-04-03 00:00:00	0.25339025259017944 0.24156740307807922 0.20486606657505035 0.23903301358222961 0.22262415289878845 0.27029940485954285 0.2189558446407318
2016-04-03 01:00:00	0.2872998118400574 0.2690059542655945 0.23561516404151917 0.27387458086013794 0.2501988410949707 0.3006024956703186 0.25137096643447876
2016-04-03 02:00:00	0.29088276624679565 0.26771068572998047 0.23130172491073608 0.26590245962142944 0.24188187718391418 0.29169514775276184 0.24441415071487427
2016-04-03 03:00:00	0.32527798414230347 0.30291861295700073 0.2560533881187439 0.29642826318740845 0.2671104371547699 0.3253338932991028 0.273341566324234
2016-04-03 04:00:00	0.321520060300827 0.30230212211608887 0.25329986214637756 0.29263684153556824 0.2661728262901306 0.3231890797615051 0.2691850960254669
2016-04-03 05:00:00	0.32046064734458923 0.30429887771606445 0.2513972520828247 0.2911253273487091 0.265917032957077 0.32319092750549316 0.2669205665588379
2016-04-03 06:00:00	0.31951022148132324 0.30520540475845337 0.2530287206172943 0.2951536178588867 0.2706029713153839 0.328875869512558 0.2702850103378296
2016-04-03 07:00:00	0.29080814123153687 0.28022393584251404 0.23767709732055664 0.27998489141464233 0.26075300574302673 0.3149714469909668 0.2552552819252014
2016-04-03 08:00:00	0.2831915616989136 0.27456873655319214 0.24041748046875 0.2838990092277527 0.2700795829296112 0.3235195279121399 0.25842049717903137
2016-04-03 09:00:00	0.26080095767974854 0.2538345456123352 0.23122528195381165 0.2690354585647583 0.26036810874938965 0.3135739862918854 0.2514598071575165
2016-04-03 10:00:00	0.2486923187971115 0.24209803342819214 0.22654616832733154 0.26216575503349304 0.25605738162994385 0.3114881217479706 0.2505682110786438
2016-04-03 11:00:00	0.22791877388954163 0.22003598511219025 0.21032646298408508 0.24249495565891266 0.23353135585784912 0.28584545850753784 0.22943001985549927
2016-04-03 12:00:00	0.1948966681957245 0.18645745515823364 0.1853257715702057 0.20903238654136658 0.19653907418251038 0.2421155422925949 0.19432847201824188
2016-04-03 13:00:00	0.1662408858537674 0.15822702646255493 0.16127002239227295 0.17570029199123383 0.1612144261598587 0.1999506652355194 0.16197597980499268
2016-04-03 14:00:00	0.15570206940174103 0.14688640832901 0.15043675899505615 0.16408991813659668 0.15067440271377563 0.1850745677947998 0.14953680336475372
2016-04-03 15:00:00	0.17722468078136444 0.1690378189086914 0.16655173897743225 0.18551838397979736 0.17283520102500916 0.21085265278816223 0.1713438630104065
2016-04-03 16:00:00	0.2469595968723297 0.23967444896697998 0.2190108299255371 0.2589966058731079 0.238276407122612 0.29668158292770386 0.24939242005348206
2016-04-03 17:00:00	0.26934337615966797 0.2590762972831726 0.23499085009098053 0.2784038186073303 0.25301143527030945 0.31055110692977905 0.26232022047042847
2016-04-03 18:00:00	0.263496458530426 0.2513747215270996 0.22567860782146454 0.2647964358329773 0.24082738161087036 0.2943792939186096 0.24929222464561462
2016-04-03 19:00:00	0.27250373363494873 0.25873813033103943 0.2298707664012909 0.26917290687561035 0.24368444085121155 0.29697883129119873 0.25215232372283936
2016-04-03 20:00:00	0.28578728437423706 0.26902642846107483 0.2371513545513153 0.2776452302932739 0.2500639855861664 0.30408456921577454 0.2569907605648041
2016-04-03 21:00:00	0.28461748361587524 0.2681027352809906 0.23452696204185486 0.27354201674461365 0.24769410490989685 0.29982948303222656 0.25208836793899536
2016-04-03 22:00:00	0.2791077494621277 0.26478731632232666 0.22904834151268005 0.26590368151664734 0.2412535548210144 0.29256555438041687 0.24728932976722717
2016-04-03 23:00:00	0.2840907573699951 0.26872512698173523 0.22917360067367554 0.2650054693222046 0.24010562896728516 0.2925818860530853 0.24751779437065125
